AD_ID,AD_TARGETING_INTERESTS,AD_CLICKS,AD_IMPRESSIONS,AD_TEXT,TARGETTING_GROUP
1064,"Human rights, Justice, Culture, Slavery in the United States, Black is beautiful, Equal opportunity, Angela Davis, Anti-discrimination or Black (Color)",1265,11148,Don't choose the side of the oppressor! There is enough room for you in the fight for black equality and justice. A fight for Civil Rights isn't over,Black
1070,"Black nationalism, Pan-Africanism, Police misconduct, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",3291,28025,Bless this kid and her parents who keep out Heritage alive. #RosaParks,Black
1071,"Black nationalism, Pan-Africanism, African-American culture, African-American Civil Rights Movement (1954--68), African-American history, Black Consciousness Movement, Martin Luther King Ill or Black (Color)",0,0,"Dear cop , please stop using our children for publicity stunts.",Black
1072,"Black nationalism, Pan-Africanism, Police misconduct, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",2393,12077,"Dear cop, please stop using our children for publicity stunts.",Black
1073,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",3208,27357,Look at this beautiful four generation photo. Such a blessing.,Black
1074,"Black nationalism, Pan-Africanism, Police misconduct, African- American culture, African-American Civil Rights Movement(1954-68), African- American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",9666,68239,It's should bean official terminology.,Black
1076,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",5921,81872,Just because dads are the best friends.,Black
1077,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",0,0,Goals! Congrats to these two!,Black
1078,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",2214,19845,"You will never have to tell a real man how to be ""the one""",Black
1079,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",106,6086,Shop our full range of sale men's and women's t-shirts. We feature new amazing limited edition t-shirtS with awesome print. https://www.facebook.com/pg/blacktivists/shop/?rid=128371547505950&rt=6 www.facebook.com facebook.com,Black
1082,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",2953,25220,I wish you are still alive to see what America has turn to,Black
1083,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",6542,41781,It's beautiful when you grow together,Black
1084,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",11056,64032,The best costume for Halloween worth posting. Power to the People!,Black
1086,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",19558,152716,Look at these gorgeous queens in all shades.,Black
1087,"Black nationalism, Pan-Africanism, African-American culture, African-American Civil Rights Movement (1954--68), African-American history, Black Consciousness Movement, Martin Luther King Ill or Black (Color)",1781,12055,Positive young black men serving this country will not be on any news outlet. Thar s why we decided to post it here.,Black
1088,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",3275,25038,Repost,Black
1089,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",2102,16093,"COLIN KAEPERNICK DONATED TO BLACK YOUTH PROJECT 100 Of course, many of you will scoff at comparing 49ers quarterback Colin Kaepernick to Martin Luther King Jr., who also demanded better from America in 1966. But after all, Kaepernick is a great athlete who not just sat out the national anthem in protest, but also gave back to the community by donating to the Black Youth Project 100. Kaepernick donated to the Chicago chapter of the organization toward ""Chapter-specific ideas and endeavors centered on advancing Agenda to Build Black Futures"" which is dedicated to creating justice and freedom for all Black people in order to improve the lives of black people in the United States of America. ""I'll continue to look at other communities in Chicago, as well, as far as what are ways I can help and what are ways I can try to help empower those communities,"" he said. When someone strives to uplift the negativity surrounding black people, there is always someone who will distort the positivity. But we don't really care about haters. Good job, Colin.",Black
1090,"Human rights, Justice, Culture, Slavery in the United States, Black is beautiful, Equal opportunity, Anti-discrimination or Black (Color)",2379,14848,"It's sad to realize that Facebook can teach you more about your ancestors than your school. Know the truth, because it might set you free.",Black
1092,"Human rights, Malcolm X Memorial Foundation, Malcolm X Grassroots Movement, End Slavery Now, Justice, Culture, Slavery in the United States, African-American culture, African culture, Black is beautiful, Black Consciousness Movement, Martin Luther King III, Equal opportunity, Angela Davis, Stop Police Brutality, Anti-discrimination, Black (Color) or Nigerians",8903,57648,"This young woman who resembles an iconic activist, Angela Davis brought back good memories.",Black
